date,adm_level,adm_id,PCODE,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
1981-01-01,1,900611,NP01,946.0,5.566596,3.6887949,,,,,121.61175,,,final
1981-01-11,1,900611,NP01,946.0,2.860465,4.411769,,,,,83.5174,,,final
1981-01-21,1,900611,NP01,946.0,12.848837,5.776603,21.275898,13.877167,,,165.62581,139.19408,,final
1981-02-01,1,900611,NP01,946.0,3.2209303,4.249824,18.930233,14.438196,,,88.8766,123.10933,,final
1981-02-11,1,900611,NP01,946.0,2.194503,6.323256,18.26427,16.349684,,,63.537407,108.96776,,final
1981-02-21,1,900611,NP01,946.0,3.0708246,4.1821003,8.486258,14.755179,,,87.89737,68.26694,,final
1981-03-01,1,900611,NP01,946.0,7.2727275,8.692953,12.538055,19.198309,,,89.62806,72.47637,,final
1981-03-11,1,900611,NP01,946.0,11.760042,9.604299,22.103594,22.479351,,,114.76102,98.63258,,final
1981-03-21,1,900611,NP01,946.0,23.147991,14.596618,42.180763,32.893867,71.94292,61.526215,143.63698,124.50765,115.65804,final
1981-04-01,1,900611,NP01,946.0,11.364694,19.707682,46.272728,43.908596,77.74102,77.545105,66.233215,104.83378,100.23734,final
1981-04-11,1,900611,NP01,946.0,21.861523,19.132627,56.374207,53.436928,96.74208,92.26596,111.30791,105.02641,104.601944,final
1981-04-21,1,900611,NP01,946.0,62.366806,22.579634,95.59302,61.419945,146.26004,109.06899,244.26288,151.45001,132.60399,final
1981-05-01,1,900611,NP01,946.0,68.02537,40.198025,152.2537,81.910286,211.06448,145.0172,161.56761,180.93796,144.02649,final
1981-05-11,1,900611,NP01,946.0,52.30444,35.41043,182.69662,98.18809,261.1744,174.10437,141.80606,181.89757,148.61414,final
1981-05-21,1,900611,NP01,946.0,56.453487,55.753628,176.7833,131.36209,314.5571,225.6759,101.15197,133.30925,138.53076,final
1981-06-01,1,900611,NP01,946.0,55.65328,66.56783,164.41121,157.73189,362.93765,283.55078,84.74936,104.10449,127.512276,final
1981-06-11,1,900611,NP01,946.0,78.81184,88.99954,190.91861,211.321,429.98944,362.946,89.161964,90.56847,118.22099,final
1981-06-21,1,900611,NP01,946.0,147.78012,106.00733,282.24524,261.5747,554.6216,454.35672,137.63065,107.75412,121.82723,final
1981-07-01,1,900611,NP01,946.0,153.08562,133.93697,379.67755,328.94385,696.34247,568.586,113.782265,115.19228,122.27329,final
1981-07-11,1,900611,NP01,946.0,76.52537,134.6153,377.39108,374.55957,751.0064,684.06866,58.392864,100.746,109.71423,final
1981-07-21,1,900611,NP01,946.0,333.3943,160.01353,563.00525,428.5658,1022.0338,821.50256,205.07062,131.00784,124.262634,final
1981-08-01,1,900611,NP01,946.0,124.93446,122.17689,534.8541,416.80573,1078.943,903.48145,102.1683,127.98644,119.31372,final
1981-08-11,1,900611,NP01,946.0,156.15962,120.817444,614.48834,403.00787,1182.7982,988.8884,128.09004,151.83244,119.51022,final
1981-08-21,1,900611,NP01,946.0,97.036995,123.0573,378.13107,366.05164,1223.3816,1056.1921,79.68073,103.25546,115.75487,final
1981-09-01,1,900611,NP01,946.0,86.64376,87.73471,339.8404,331.60944,1254.3721,1077.359,98.82358,102.44526,116.35437,final
1981-09-11,1,900611,NP01,946.0,80.54862,73.14369,264.22937,283.9357,1256.1089,1061.5032,109.47604,93.17969,118.24708,final
1981-09-21,1,900611,NP01,946.0,70.668076,62.268497,237.86046,223.1469,1178.9967,1017.76434,112.48665,106.449165,115.764366,final
1981-10-01,1,900611,NP01,946.0,4.028541,30.6179,155.24524,166.03009,1029.9397,914.44525,25.348326,93.69418,112.561325,final
1981-10-11,1,900611,NP01,946.0,6.1617336,20.612156,80.85835,113.49856,959.5761,800.4421,43.57983,72.455185,119.757355,final
1981-10-21,1,900611,NP01,946.0,6.5052853,18.756271,16.69556,69.98633,632.6872,659.1849,48.43052,28.932688,96.0105,final
1981-11-01,1,900611,NP01,946.0,3.2336152,3.0990486,15.900634,42.467476,510.98624,540.107,101.66151,44.031487,94.65778,final
1981-11-11,1,900611,NP01,946.0,1.3361522,1.4781889,11.075052,23.33351,356.16278,420.76776,97.807465,56.735126,84.82624,final
1981-11-21,1,900611,NP01,946.0,1.1860465,1.2275898,5.755814,5.804827,260.3118,298.93805,99.332924,99.54638,87.291405,final
1981-12-01,1,900611,NP01,946.0,1.6839323,1.5541227,4.206131,4.2599015,175.35199,212.75748,101.980576,99.41933,82.82241,final
1981-12-11,1,900611,NP01,946.0,1.0856236,1.597921,3.9556026,4.3796334,95.889,141.2117,92.23547,95.47924,69.002,final
1981-12-21,1,900611,NP01,946.0,1.2420719,1.9463354,4.011628,5.098379,26.463001,80.889534,89.86137,89.238365,36.63194,final
1982-01-01,1,900611,NP01,946.0,1.936575,3.6887949,4.2642703,7.4830165,24.371035,53.86371,79.833565,74.215004,49.89668,final
1982-01-11,1,900611,NP01,946.0,2.013742,4.411769,5.192389,10.349225,20.223043,38.148205,74.52097,66.403275,58.45676,final
1982-01-21,1,900611,NP01,946.0,4.589852,5.776603,8.540169,13.877167,18.30761,25.126217,88.98769,71.72776,77.36653,final
1982-02-01,1,900611,NP01,946.0,6.437632,4.249824,13.041225,14.438196,21.511627,26.217619,123.65242,92.81327,84.9252,final
1982-02-11,1,900611,NP01,946.0,7.5792813,6.323256,18.606766,16.349684,27.754755,31.039358,111.09244,110.57197,90.886055,final
1982-02-21,1,900611,NP01,946.0,7.2145877,4.1821003,21.2315,14.755179,33.7833,33.98217,133.02608,132.7829,99.48984,final
1982-03-01,1,900611,NP01,946.0,10.57611,8.692953,25.36998,19.198309,42.675476,41.119522,113.75275,125.504555,103.37374,final
1982-03-11,1,900611,NP01,946.0,8.242072,9.604299,26.032768,22.479351,49.831924,49.17826,90.672424,112.93123,101.206505,final
1982-03-21,1,900611,NP01,946.0,10.9651165,14.596618,29.783298,32.893867,59.55497,61.526215,81.468735,91.79137,97.036896,final
1982-04-01,1,900611,NP01,946.0,12.375264,19.707682,31.58245,43.908596,69.99366,77.545105,70.323326,74.79759,90.85174,final
1982-04-11,1,900611,NP01,946.0,45.821354,19.132627,69.161736,53.436928,113.80127,92.26596,210.59189,126.90903,122.14065,final
1982-04-21,1,900611,NP01,946.0,7.94926,22.579634,66.145874,61.419945,117.160675,109.06899,46.952255,107.11522,107.09368,final
1982-05-01,1,900611,NP01,946.0,24.917547,40.198025,78.68816,81.910286,135.6406,145.0172,66.192154,96.29259,93.74965,final
1982-05-11,1,900611,NP01,946.0,34.821354,35.41043,67.688156,98.18809,162.88266,174.10437,98.54227,70.44239,93.734535,final
1982-05-21,1,900611,NP01,946.0,37.136364,55.753628,96.87526,131.36209,192.80444,225.6759,69.356125,74.709366,85.74994,final
1982-06-01,1,900611,NP01,946.0,106.70719,66.56783,178.66492,157.73189,288.93552,283.55078,156.08575,112.8635,101.86613,final
1982-06-11,1,900611,NP01,946.0,99.56448,88.99954,243.40804,211.321,380.25793,362.946,111.23935,114.83307,104.70501,final
1982-06-21,1,900611,NP01,946.0,73.366806,106.00733,279.6385,261.5747,442.6596,454.35672,70.59606,106.77625,97.45359,final
1982-07-01,1,900611,NP01,946.0,210.49577,133.93697,383.42706,328.94385,640.78015,568.586,155.10327,116.31508,112.586464,final
1982-07-11,1,900611,NP01,946.0,126.399574,134.6153,410.26215,374.55957,721.3584,684.06866,94.115456,109.40632,105.41161,final
1982-07-21,1,900611,NP01,946.0,146.71458,160.01353,483.60992,428.5658,860.1237,821.50256,91.94069,112.69568,104.67284,final
1982-08-01,1,900611,NP01,946.0,57.625793,122.17689,330.73996,416.80573,892.832,903.48145,49.24306,79.59588,98.827774,final
1982-08-11,1,900611,NP01,946.0,77.25793,120.817444,281.5983,403.00787,935.26855,988.8884,65.37879,70.243324,94.60504,final
1982-08-21,1,900611,NP01,946.0,81.43974,123.0573,216.32347,366.05164,979.57196,1056.1921,67.50084,59.64762,92.7798,final
1982-09-01,1,900611,NP01,946.0,151.04228,87.73471,309.73993,331.60944,1023.907,1077.359,168.2674,93.503006,95.06152,final
1982-09-11,1,900611,NP01,946.0,117.17336,73.14369,349.6554,283.9357,1041.5159,1061.5032,156.3445,122.745445,98.12591,final
1982-09-21,1,900611,NP01,946.0,41.998943,62.268497,310.21457,223.1469,1010.148,1017.76434,69.86769,138.16298,99.25532,final
1982-10-01,1,900611,NP01,946.0,11.791755,30.6179,170.96405,166.03009,811.444,914.44525,47.144146,102.88485,88.797455,final
1982-10-11,1,900611,NP01,946.0,12.575053,20.612156,66.36575,113.49856,697.61945,800.4421,68.61997,60.225,87.23402,final
1982-10-21,1,900611,NP01,946.0,33.392178,18.756271,57.758987,69.98633,584.29706,659.1849,161.6086,83.6939,88.72485,final
1982-11-01,1,900611,NP01,946.0,4.9450316,3.0990486,50.912262,42.467476,531.6162,540.107,122.7926,117.79067,98.44237,final
1982-11-11,1,900611,NP01,946.0,2.3044398,1.4781889,40.641647,23.33351,456.66278,420.76776,112.75435,161.08717,108.43066,final
1982-11-21,1,900611,NP01,946.0,1.7463002,1.2275898,8.995771,5.804827,376.96933,298.93805,108.32924,129.5326,125.673416,final
1982-12-01,1,900611,NP01,946.0,1.5687103,1.5541227,5.6194506,4.2599015,227.49579,212.75748,100.222565,114.68211,106.76823,final
1982-12-11,1,900611,NP01,946.0,1.4556025,1.597921,4.770613,4.3796334,111.77802,141.2117,97.84299,104.16839,79.86914,final
1982-12-21,1,900611,NP01,946.0,1.640592,1.9463354,4.664905,5.098379,71.41967,80.889534,95.598495,95.7075,88.974365,final
1983-01-01,1,900611,NP01,946.0,4.460888,3.6887949,7.557082,7.4830165,64.08879,53.86371,108.88608,100.59333,117.37077,final
1983-01-11,1,900611,NP01,946.0,4.7484145,4.411769,10.849895,10.349225,56.26215,38.148205,103.576866,103.261856,141.98077,final
1983-01-21,1,900611,NP01,946.0,7.14482,5.776603,16.354122,13.877167,30.014797,25.126217,112.69617,113.12144,116.227,final
1983-02-01,1,900611,NP01,946.0,3.178647,4.249824,15.071881,14.438196,28.248413,26.217619,88.41949,103.259995,106.50529,final
1983-02-11,1,900611,NP01,946.0,3.3435519,6.323256,13.667019,16.349684,29.287525,31.039358,73.6851,87.43464,95.13911,final
1983-02-21,1,900611,NP01,946.0,3.3266385,4.1821003,9.848837,14.755179,30.867865,33.98217,90.68337,75.16427,92.01095,final
1983-03-01,1,900611,NP01,946.0,6.4016914,8.692953,13.071882,19.198309,35.700844,41.119522,83.26685,74.68242,88.25079,final
1983-03-11,1,900611,NP01,946.0,7.071882,9.604299,16.80021,22.479351,41.317127,49.17826,82.65979,79.33306,85.49024,final
1983-03-21,1,900611,NP01,946.0,6.14482,14.596618,19.618393,32.893867,45.821354,61.526215,56.87114,64.9667,76.392975,final
1983-04-01,1,900611,NP01,946.0,11.706131,19.707682,24.922832,43.908596,53.066597,77.545105,67.61513,61.181133,70.34529,final
1983-04-11,1,900611,NP01,946.0,29.742071,19.132627,47.593025,53.436928,78.06026,92.26596,143.96307,89.99964,85.39499,final
1983-04-21,1,900611,NP01,946.0,14.584567,22.579634,56.032772,61.419945,85.5,109.06899,71.01098,91.88923,79.33795,final
1983-05-01,1,900611,NP01,946.0,118.54334,40.198025,162.86998,81.910286,200.86469,145.0172,273.33792,193.15318,137.22739,final
1983-05-11,1,900611,NP01,946.0,76.79493,35.41043,209.92285,98.18809,274.31607,174.10437,202.41043,208.28261,155.95157,final
1983-05-21,1,900611,NP01,946.0,43.433403,55.753628,238.77167,131.36209,314.42285,225.6759,79.721,178.76791,138.47256,final
1983-06-01,1,900611,NP01,946.0,83.63531,66.56783,203.86365,157.73189,391.65646,283.55078,123.84798,128.34833,137.46504,final
1983-06-11,1,900611,NP01,946.0,61.92812,88.99954,188.99683,211.321,446.51273,362.946,71.20047,89.68007,122.711685,final
1983-06-21,1,900611,NP01,946.0,98.3203,106.00733,243.88373,261.5747,538.6882,454.35672,93.0752,93.363594,118.3586,final
1983-07-01,1,900611,NP01,946.0,244.11205,133.93697,404.36047,328.94385,771.0941,568.586,179.2986,122.583626,135.30562,final
1983-07-11,1,900611,NP01,946.0,231.80127,134.6153,574.23364,374.55957,973.1533,684.06866,169.60983,152.60678,141.95296,final
1983-07-21,1,900611,NP01,946.0,148.93764,160.01353,624.85095,428.5658,1107.5063,821.50256,93.28789,145.2723,134.6041,final
1983-08-01,1,900611,NP01,946.0,47.360466,122.17689,428.09937,416.80573,1036.3235,903.48145,41.171368,102.67745,114.62243,final
1983-08-11,1,900611,NP01,946.0,54.779068,120.817444,251.07716,403.00787,1014.3076,988.8884,47.512543,62.7628,102.55755,final
1983-08-21,1,900611,NP01,946.0,152.36893,123.0573,254.50845,366.05164,1123.2432,1056.1921,122.88947,69.93864,106.31846,final
1983-09-01,1,900611,NP01,946.0,110.776955,87.73471,317.92496,331.60944,1150.3848,1077.359,124.84748,95.93461,106.74691,final
1983-09-11,1,900611,NP01,946.0,91.3277,73.14369,354.47357,283.9357,1179.7844,1061.5032,123.269966,124.413,111.09056,final
1983-09-21,1,900611,NP01,946.0,77.283295,62.268497,279.38794,223.1469,1158.7474,1017.76434,122.3207,124.651245,113.784515,final
1983-10-01,1,900611,NP01,946.0,34.63002,30.6179,203.24101,166.03009,949.26526,914.44525,111.264336,121.75695,103.78706,final
1983-10-11,1,900611,NP01,946.0,15.930233,20.612156,127.84355,113.49856,733.39435,800.4421,81.71992,112.10563,91.67566,final
1983-10-21,1,900611,NP01,946.0,22.324524,18.756271,72.88478,69.98633,606.7811,659.1849,115.02025,103.86531,92.11007,final
1983-11-01,1,900611,NP01,946.0,2.2357295,3.0990486,40.490486,42.467476,561.65643,540.107,89.340485,95.83507,103.953255,final
1983-11-11,1,900611,NP01,946.0,1.165962,1.4781889,25.726215,23.33351,508.04333,420.76776,95.180336,108.444786,120.4984,final
1983-11-21,1,900611,NP01,946.0,0.9460888,1.2275898,4.34778,5.804827,356.62045,298.93805,95.47978,86.514854,118.97835,final
1983-12-01,1,900611,NP01,946.0,2.5443974,1.5541227,4.6564484,4.2599015,248.38795,212.75748,115.109184,104.28242,116.362465,final
1983-12-11,1,900611,NP01,946.0,2.3572938,1.597921,5.84778,4.3796334,159.41756,141.2117,111.50928,115.652504,112.451706,final
1983-12-21,1,900611,NP01,946.0,2.9704018,1.9463354,7.872093,5.098379,85.10466,80.889534,114.74254,127.46693,104.90761,final
1984-01-01,1,900611,NP01,946.0,4.938689,3.6887949,10.266385,7.4830165,55.41332,53.86371,114.38513,122.29724,102.63254,final
1984-01-11,1,900611,NP01,946.0,6.9936576,4.411769,14.902748,10.349225,46.47674,38.148205,127.43256,129.66614,119.30216,final
1984-01-21,1,900611,NP01,946.0,6.063425,5.776603,17.995771,13.877167,30.215645,25.126217,102.661514,121.817924,116.893684,final
1984-02-01,1,900611,NP01,946.0,3.872093,4.249824,16.929176,14.438196,31.852009,26.217619,95.91634,112.814865,118.04875,final
1984-02-11,1,900611,NP01,946.0,8.878435,6.323256,18.813953,16.349684,39.564484,31.039358,122.56577,111.54242,123.65503,final
1984-02-21,1,900611,NP01,946.0,3.07611,4.1821003,15.826638,14.755179,41.694504,33.98217,87.95493,105.423676,119.784256,final
1984-03-01,1,900611,NP01,946.0,4.5602536,8.692953,16.5148,19.198309,43.71036,41.119522,69.81879,88.91034,105.61767,final
1984-03-11,1,900611,NP01,946.0,3.973573,9.604299,11.609937,22.479351,45.326637,49.17826,61.444736,60.445152,92.89084,final
1984-03-21,1,900611,NP01,946.0,13.912262,14.596618,22.446089,32.893867,56.268497,61.526215,96.50778,72.42884,92.09678,final
1984-04-01,1,900611,NP01,946.0,16.919662,19.707682,34.805496,43.908596,68.249466,77.545105,88.71598,81.38753,88.738716,final
1984-04-11,1,900611,NP01,946.0,11.966173,19.132627,42.798096,53.436928,73.221985,92.26596,70.30388,81.794334,80.42072,final
1984-04-21,1,900611,NP01,946.0,17.381607,22.579634,46.26744,61.419945,84.54017,109.06899,81.15266,77.18681,78.496506,final
1984-05-01,1,900611,NP01,946.0,44.937634,40.198025,74.285416,81.910286,125.60571,145.0172,110.48631,91.22673,87.06049,final
1984-05-11,1,900611,NP01,946.0,26.247356,35.41043,88.5666,98.18809,142.97464,174.10437,77.324974,90.67577,82.619225,final
1984-05-21,1,900611,NP01,946.0,122.015854,55.753628,193.20084,131.36209,261.91437,225.6759,209.06711,145.34894,115.70969,final
1984-06-01,1,900611,NP01,946.0,140.4757,66.56783,288.7389,157.73189,397.82983,283.55078,203.26967,180.5048,139.60449,final
1984-06-11,1,900611,NP01,946.0,141.33827,88.99954,403.82983,211.321,535.1945,362.946,155.67978,188.99222,146.81352,final
1984-06-21,1,900611,NP01,946.0,113.14271,106.00733,394.95667,261.5747,634.4249,454.35672,106.42783,150.03549,139.20007,final
1984-07-01,1,900611,NP01,946.0,217.68076,133.93697,472.16174,328.94385,835.18604,568.586,160.27466,142.88681,146.47952,final
1984-07-11,1,900611,NP01,946.0,132.89323,134.6153,463.71667,374.55957,956.1131,684.06866,98.76656,123.48962,139.48001,final
1984-07-21,1,900611,NP01,946.0,260.97147,160.01353,611.5454,428.5658,1199.703,821.50256,161.18161,142.20343,145.75914,final
1984-08-01,1,900611,NP01,946.0,70.80127,122.17689,464.66595,416.80573,1225.5667,903.48145,59.603024,111.346504,135.45314,final
1984-08-11,1,900611,NP01,946.0,104.82346,120.817444,436.5962,403.00787,1304.1428,988.8884,87.28794,108.23227,131.71928,final
1984-08-21,1,900611,NP01,946.0,109.22833,123.0573,284.85306,366.05164,1291.3552,1056.1921,89.20096,78.11664,122.16028,final
1984-09-01,1,900611,NP01,946.0,283.1871,87.73471,497.2389,331.60944,1434.0668,1077.359,310.76508,149.20523,132.95651,final
1984-09-11,1,900611,NP01,946.0,203.95982,73.14369,596.37524,283.9357,1496.6881,1061.5032,267.4046,208.13463,140.80484,final
1984-09-21,1,900611,NP01,946.0,37.463,62.268497,524.6099,223.1469,1421.0084,1017.76434,63.12465,232.13548,139.42688,final
1984-10-01,1,900611,NP01,946.0,10.151163,30.6179,251.57399,166.03009,1213.4789,914.44525,42.53806,150.01686,132.52327,final
1984-10-11,1,900611,NP01,946.0,15.795983,20.612156,63.41015,113.49856,1096.3816,800.4421,81.195755,57.73079,136.7425,final
1984-10-21,1,900611,NP01,946.0,16.776955,18.756271,42.724102,69.98633,852.18713,659.1849,91.668236,63.643734,129.05852,final
1984-11-01,1,900611,NP01,946.0,2.2991543,3.0990486,34.872093,42.467476,783.685,540.107,90.1236,83.998764,144.68443,final
1984-11-11,1,900611,NP01,946.0,1.205074,1.4781889,20.281183,23.33351,680.0666,420.76776,95.78408,89.22715,160.90147,final
1984-11-21,1,900611,NP01,946.0,0.9989429,1.2275898,4.503171,5.804827,571.8372,298.93805,96.32848,87.95301,189.78775,final
1984-12-01,1,900611,NP01,946.0,1.4852009,1.5541227,3.6892178,4.2599015,290.13528,212.75748,98.94842,93.83704,135.53394,final
1984-12-11,1,900611,NP01,946.0,1.4059197,1.597921,3.8900633,4.3796334,87.58139,141.2117,97.08997,94.7805,63.320095,final
1984-12-21,1,900611,NP01,946.0,1.6109936,1.9463354,4.5021143,5.098379,51.72938,80.889534,95.17239,94.095436,66.04923,final
1985-01-01,1,900611,NP01,946.0,2.6479917,3.6887949,5.664905,7.4830165,44.22621,53.86371,88.02132,85.43532,83.62744,final
1985-01-11,1,900611,NP01,946.0,2.8921776,4.411769,7.151163,10.349225,31.32241,38.148205,83.85435,79.164665,84.18058,final
1985-01-21,1,900611,NP01,946.0,3.6469345,5.776603,9.187103,13.877167,18.192389,25.126217,80.23803,75.15484,76.98407,final
1985-02-01,1,900611,NP01,946.0,4.8266387,4.249824,11.365751,14.438196,20.719873,26.217619,106.235954,84.19378,82.38897,final
1985-02-11,1,900611,NP01,946.0,4.8625793,6.323256,13.336153,16.349684,24.377378,31.039358,87.100204,85.884895,81.5147,final
1985-02-21,1,900611,NP01,946.0,4.178647,4.1821003,13.867866,14.755179,27.557083,33.98217,99.96239,95.50845,83.51788,final
1985-03-01,1,900611,NP01,946.0,4.6871037,8.692953,13.728331,19.198309,30.758987,41.119522,70.74517,77.39521,77.53547,final
1985-03-11,1,900611,NP01,946.0,4.5792813,9.604299,13.445032,22.479351,33.932346,49.17826,65.5922,67.123245,71.85972,final
1985-03-21,1,900611,NP01,946.0,9.44926,14.596618,18.715645,32.893867,41.770615,61.526215,73.73343,62.58439,70.30404,final
1985-04-01,1,900611,NP01,946.0,6.4978857,19.707682,20.526428,43.908596,45.62051,77.545105,46.53567,52.19211,61.32467,final
1985-04-11,1,900611,NP01,946.0,5.318182,19.132627,21.265327,53.436928,48.046516,92.26596,42.75615,44.946457,54.537594,final
1985-04-21,1,900611,NP01,946.0,9.426004,22.579634,21.242073,61.419945,53.825584,109.06899,52.30673,39.509327,51.570175,final
1985-05-01,1,900611,NP01,946.0,57.63742,40.198025,72.38161,81.910286,106.63636,145.0172,138.58443,89.036194,74.41571,final
1985-05-11,1,900611,NP01,946.0,56.5074,35.41043,123.57082,98.18809,158.28119,174.10437,152.20674,124.598526,91.16539,final
1985-05-21,1,900611,NP01,946.0,50.806553,55.753628,164.95137,131.36209,204.90909,225.6759,91.857155,124.632416,90.997406,final
1985-06-01,1,900611,NP01,946.0,64.46089,66.56783,171.77484,157.73189,264.68286,283.55078,97.05602,108.6295,93.46114,final
1985-06-11,1,900611,NP01,946.0,71.214584,88.99954,186.48203,211.321,331.31818,362.946,81.07974,88.51754,91.40422,final
1985-06-21,1,900611,NP01,946.0,122.80232,106.00733,258.47778,261.5747,444.67126,454.35672,115.12962,98.83825,97.89152,final
1985-07-01,1,900611,NP01,946.0,255.1776,133.93697,449.19452,328.94385,693.35095,568.586,187.26306,136.00925,121.75174,final
1985-07-11,1,900611,NP01,946.0,117.49366,134.6153,495.47357,374.55957,805.5264,684.06866,87.73656,131.8564,117.626366,final
1985-07-21,1,900611,NP01,946.0,264.01587,160.01353,636.68713,428.5658,1060.1162,821.50256,163.02655,148.00226,128.87029,final
1985-08-01,1,900611,NP01,946.0,61.057083,122.17689,442.5666,416.80573,1063.536,903.48145,51.94111,106.107285,117.61781,final
1985-08-11,1,900611,NP01,946.0,100.67865,120.817444,425.7516,403.00787,1107.7073,988.8884,83.99364,105.57433,111.95495,final
1985-08-21,1,900611,NP01,946.0,180.6406,123.0573,342.37634,366.05164,1237.5413,1056.1921,144.96681,93.61941,117.08919,final
1985-09-01,1,900611,NP01,946.0,127.38267,87.73471,408.7019,331.60944,1300.463,1077.359,142.75417,122.90264,120.612755,final
1985-09-11,1,900611,NP01,946.0,93.17336,73.14369,401.19662,283.9357,1322.4218,1061.5032,125.63184,140.58374,124.46487,final
1985-09-21,1,900611,NP01,946.0,88.91226,62.268497,309.4683,223.1469,1288.5317,1017.76434,139.6081,137.83588,126.47407,final
1985-10-01,1,900611,NP01,946.0,32.751587,30.6179,214.83722,166.03009,1066.1057,914.44525,105.99049,128.53716,116.494774,final
1985-10-11,1,900611,NP01,946.0,79.9926,20.612156,201.65645,113.49856,1028.6046,800.4421,331.84476,174.39575,128.32762,final
1985-10-21,1,900611,NP01,946.0,22.872093,18.756271,135.61627,69.98633,787.4609,659.1849,117.325195,187.52254,119.3133,final
1985-11-01,1,900611,NP01,946.0,4.375264,3.0990486,107.23996,42.467476,730.77905,540.107,115.7576,236.45656,134.97884,final
1985-11-11,1,900611,NP01,946.0,2.1617336,1.4781889,29.40909,23.33351,632.26215,420.76776,110.551476,121.443085,149.67365,final
1985-11-21,1,900611,NP01,946.0,1.6997886,1.2275898,8.236786,5.804827,453.32138,298.93805,107.58237,122.50809,150.79434,final
1985-12-01,1,900611,NP01,946.0,3.3942916,1.5541227,7.2558136,4.2599015,329.33304,212.75748,128.0765,132.35362,153.53458,final
1985-12-11,1,900611,NP01,946.0,3.218816,1.597921,8.312896,4.3796334,239.3784,141.2117,124.56676,141.93408,167.14012,final
1985-12-21,1,900611,NP01,946.0,9.140592,1.9463354,15.753699,5.098379,159.60674,80.889534,203.5691,205.51517,191.64935,final
1986-01-01,1,900611,NP01,946.0,1.9778013,3.6887949,14.337209,7.4830165,128.833,53.86371,80.308044,154.90813,227.3608,final
1986-01-11,1,900611,NP01,946.0,2.0782242,4.411769,13.196617,10.349225,50.918602,38.148205,75.2061,118.55072,129.59659,final
1986-01-21,1,900611,NP01,946.0,2.5750527,5.776603,6.6310782,13.877167,30.621565,25.126217,70.29165,61.614536,118.24108,final
1986-02-01,1,900611,NP01,946.0,4.258985,4.249824,8.912262,14.438196,30.505283,26.217619,100.09904,71.57177,113.73476,final
1986-02-11,1,900611,NP01,946.0,3.3086681,6.323256,10.142706,16.349684,31.65222,31.039358,73.37702,70.92707,101.70053,final
1986-02-21,1,900611,NP01,946.0,2.485201,4.1821003,10.052855,14.755179,32.43763,33.98217,81.519485,76.197,96.03783,final
1986-03-01,1,900611,NP01,946.0,3.886892,8.692953,9.680761,19.198309,32.93023,41.119522,64.90121,60.66854,82.24333,final
1986-03-11,1,900611,NP01,946.0,4.3583508,9.604299,10.730444,22.479351,34.069767,49.17826,64.07943,57.2446,72.113365,final
1986-03-21,1,900611,NP01,946.0,3.937632,14.596618,12.182875,32.893867,28.866808,61.526215,45.60803,45.344738,50.907463,final
1986-04-01,1,900611,NP01,946.0,11.489429,19.707682,19.785412,43.908596,38.378433,77.545105,66.73807,50.677006,52.551186,final
1986-04-11,1,900611,NP01,946.0,23.745243,19.132627,39.172302,53.436928,60.045452,92.26596,119.11361,75.58971,66.87381,final
1986-04-21,1,900611,NP01,946.0,33.26744,22.579634,68.50211,61.419945,90.73784,109.06899,138.75253,110.66271,83.92976,final
1986-05-01,1,900611,NP01,946.0,48.234673,40.198025,105.24736,81.910286,134.71353,145.0172,117.780975,126.85191,93.131676,final
1986-05-11,1,900611,NP01,946.0,45.5296,35.41043,127.03171,98.18809,176.93446,174.10437,125.040985,127.95247,101.58013,final
1986-05-21,1,900611,NP01,946.0,64.84778,55.753628,158.61205,131.36209,239.29704,225.6759,114.968895,119.98353,105.90488,final
1986-06-01,1,900611,NP01,946.0,48.091965,66.56783,158.46935,157.73189,283.5021,283.55078,74.18411,100.45317,99.98313,final
1986-06-11,1,900611,NP01,946.0,62.205074,88.99954,175.14482,211.321,341.34882,362.946,71.49511,83.27663,94.13034,final
1986-06-21,1,900611,NP01,946.0,73.32981,106.00733,183.62686,261.5747,410.741,454.35672,70.56274,70.759476,90.50504,final
1986-07-01,1,900611,NP01,946.0,102.75581,133.93697,238.2907,328.94385,502.0074,568.586,77.557335,72.853775,88.39257,final
1986-07-11,1,900611,NP01,946.0,158.71248,134.6153,334.7981,374.55957,636.9746,684.06866,117.259705,89.52431,93.16555,final
1986-07-21,1,900611,NP01,946.0,132.05496,160.01353,393.52325,428.5658,735.7621,821.50256,83.0568,91.917595,89.62611,final
1986-08-01,1,900611,NP01,946.0,64.605705,122.17689,355.37317,416.80573,752.1332,903.48145,54.73141,85.43582,83.34052,final
1986-08-11,1,900611,NP01,946.0,90.97991,120.817444,287.6406,403.00787,797.58356,988.8884,76.28506,71.72425,80.75188,final
1986-08-21,1,900611,NP01,946.0,141.47462,123.0573,297.06024,366.05164,874.2104,1056.1921,114.3821,81.406525,82.8512,final
1986-09-01,1,900611,NP01,946.0,134.06766,87.73471,366.5222,331.60944,960.18604,1077.359,149.96289,110.37189,89.17429,final
1986-09-11,1,900611,NP01,946.0,104.40486,73.14369,379.94714,283.9357,1002.3858,1061.5032,140.00473,133.22935,94.4569,final
1986-09-21,1,900611,NP01,946.0,60.197674,62.268497,298.6702,223.1469,989.25366,1017.76434,96.92157,133.10294,97.212395,final
